TITLE,AUTHOR,FILEPATH,BOOKURL
Fifty-one Tales,['Lord Dunsany Edward J.M.D. Plunkett'],./data/7/8/3/7838/7838.txt,http://www.iblist.com/book3588.htm
Find the Woman,['Arthur Somers Roche'],./data/4/2/7/4/42740/42740.txt,http://www.iblist.com/book37071.htm
Finn The Wolfhound,['A.J. Dawson'],./data/3/0/5/5/30550/30550.txt,http://www.iblist.com/book10734.htm
First Lensman,['Edward Elmer Smith'],./data/4/9/5/2/49525/49525-8.txt,http://www.iblist.com/book5047.htm
Five Children and It,['E. Nesbit'],./data/1/7/3/1/17314/17314.txt,http://www.iblist.com/book12770.htm
Five Weeks in a Balloon,['Jules Verne'],./data/3/5/2/3526/3526.txt,http://www.iblist.com/book624.htm
Flappers and Philosophers,['F. Scott Fitzgerald'],./data/4/3/6/4368/4368.txt,http://www.iblist.com/book63581.htm
Flower Fables,['Louisa May Alcott'],./data/1/6/163/163.txt,http://www.iblist.com/book15416.htm
For Name and Fame,['G.A. Henty'],./data/2/1/9/7/21979/21979.txt,http://www.iblist.com/book50909.htm
For the Temple,['G.A. Henty'],./data/2/1/6/1/21614/21614.txt,http://www.iblist.com/book50745.htm
Frankenstein,['Mary Shelley'],./data/4/1/4/4/41445/41445.txt,http://www.iblist.com/book1706.htm
Frankenstein,['Mary W. Shelley'],./data/4/2/3/2/42324/42324.txt,http://www.iblist.com/book1706.htm
Frankenstein,['Mary Wollstonecraft  Shelley'],./data/8/84/84.txt,http://www.iblist.com/book1706.htm
Free Air,['Sinclair Lewis'],./data/2/6/7/3/26732/26732.txt,http://www.iblist.com/book14299.htm
"Friends, though divided",['G.A. Henty'],./data/1/1/5/6/11565/11565.txt,http://www.iblist.com/book50910.htm
From the Earth to the Moon,['Jules Verne'],./data/8/83/83.txt,http://www.iblist.com/book630.htm
Further Chronicles of Avonlea,['Lucy Maud Montgomery'],./data/5/3/4/5340/5340.txt,http://www.iblist.com/book37290.htm
Get Out of Our Skies!,['E.K. Jarvis'],./data/2/6/7/9/26795/26795.txt,http://www.iblist.com/book5402.htm
Ghost Stories of an Antiquary,['M.R. James'],./data/8/4/8/8486/8486.txt,http://www.iblist.com/book58957.htm
Ghost Stories of an Antiquary,['Montague Rhodes James'],./data/9/6/2/9629/9629.txt,http://www.iblist.com/book58957.htm
Ghosts,['Henrik Ibsen'],./data/2/4/6/2467/2467.txt,http://www.iblist.com/book6303.htm
Ghosts,['Henrik Ibsen'],./data/8/1/2/8121/8121.txt,http://www.iblist.com/book6303.htm
Glinda of Oz,['L. Frank Baum'],./data/3/9/8/6/39868/39868.txt,http://www.iblist.com/book2003.htm
Glinda of Oz,['L. Frank Baum'],./data/9/6/961/961.txt,http://www.iblist.com/book2003.htm
Great Expectations,['Charles Dickens'],./data/1/4/0/1400/1400.txt,http://www.iblist.com/book802.htm
Greenmantle,['John Buchan'],./data/5/5/559/559.txt,http://www.iblist.com/book60034.htm
Gulliver's Travels,['Jonathan Swift'],./data/1/7/1/5/17157/17157.txt,http://www.iblist.com/book16126.htm
Gulliver's Travels,['Jonathan Swift'],./data/8/2/829/829.txt,http://www.iblist.com/book16126.htm
Hamlet,['William Shakespeare'],./data/2/7/7/6/27761/27761.txt,http://www.iblist.com/book2126.htm
Hard Times,['Charles Dickens'],./data/7/8/786/786-0.txt,http://www.iblist.com/book33142.htm
He Knew He Was Right,['Anthony Trollope'],./data/5/1/4/5140/5140.txt,http://www.iblist.com/book39975.htm
Heart of Darkness,['Joseph Conrad'],./data/2/1/219/219.txt,http://www.iblist.com/book1158.htm
Heart of Darkness,['Joseph Conrad'],./data/5/2/526/526.txt,http://www.iblist.com/book1158.htm
Heartbreak House,['George Bernard Shaw'],./data/3/5/4/3543/3543.txt,http://www.iblist.com/book16006.htm
Hedda Gabler,['Henrik Ibsen'],./data/4/0/9/4093/4093.txt,http://www.iblist.com/book13917.htm
Heidi,['Johanna Spyri'],./data/1/4/4/1448/1448.txt,http://www.iblist.com/book12888.htm
Heidi,['Johanna Spyri'],./data/2/0/7/8/20781/20781.txt,http://www.iblist.com/book12888.htm
Heidi,['Johanna Spyri'],./data/4/6/4/0/46409/46409.txt,http://www.iblist.com/book12888.htm
Held Fast For England,['G.A. Henty'],./data/2/1/7/8/21788/21788.txt,http://www.iblist.com/book50912.htm
Herland,['Charlotte Perkins Stetson Gilman'],./data/3/32/32.txt,http://www.iblist.com/book6086.htm
Hermann and Dorothea,['Johann Wolfgang von Goethe'],./data/1/9/5/1958/1958.txt,http://www.iblist.com/book58673.htm
Herodias,['Gustave Flaubert'],./data/1/2/9/1291/1291.txt,http://www.iblist.com/book60402.htm
Hide and Seek,['Wilkie Collins'],./data/7/8/9/7893/7893.txt,http://www.iblist.com/book17044.htm
Hopalong Cassidy,['Clarence E. Mulford'],./data/3/8/2/3/38234/38234.txt,http://www.iblist.com/book47203.htm
Howards End,['E.M. Forster'],./data/2/8/9/2891/2891.txt,http://www.iblist.com/book854.htm
Howards End,['E.M. Forster'],./data/2/9/4/2946/2946.txt,http://www.iblist.com/book854.htm
Hunger,['Knut Hamsun'],./data/8/3/8/8387/8387.txt,http://www.iblist.com/book22968.htm
Hungry Hearts,['Anzia Yezierska'],./data/4/1/2/3/41232/41232.txt,http://www.iblist.com/book34640.htm
Idylls of the King,"['Alfred', 'Lord Tennyson']",./data/6/1/610/610.txt,http://www.iblist.com/book34003.htm
Immensee,['Theodore W. Storm'],./data/6/6/5/6650/6650.txt,http://www.iblist.com/book15465.htm
In Freedom's Cause,['G.A. Henty'],./data/4/7/9/4792/4792.txt,http://www.iblist.com/book50740.htm
In Greek Waters,['G.A. Henty'],./data/4/2/2/7/42276/42276.txt,http://www.iblist.com/book50914.htm
In His Steps,['Charles M. Sheldon'],./data/4/5/4/4540/4540.txt,http://www.iblist.com/book63291.htm
In Honour Bound,['Sydney Grundy'],./data/4/1/3/6/41369/41369.txt,http://www.iblist.com/book65515.htm
In The Days of Giants,['Abbie Farwell Brown'],./data/4/4/6/2/44622/44622.txt,http://www.iblist.com/book7773.htm
In The Library,['W.W. Jacobs'],./data/1/2/1/2/12126/12126.txt,http://www.iblist.com/book29322.htm
In Times of Peril,['G.A. Henty'],./data/7/0/7/7071/7071.txt,http://www.iblist.com/book50918.htm
In a German Pension,['Katherine Mansfield'],./data/1/4/7/1472/1472.txt,http://www.iblist.com/book58956.htm
In the Days of the Comet,['H.G. Wells'],./data/3/7/9/3797/3797.txt,http://www.iblist.com/book67861.htm
In the Hands of the Cave-Dwellers,['G.A. Henty'],./data/4/3/0/6/43067/43067.txt,http://www.iblist.com/book50915.htm
In the Heart of the Rockies,['G.A. Henty'],./data/8/6/7/8670/8670.txt,http://www.iblist.com/book50742.htm
In the Irish Brigade,['G.A. Henty'],./data/1/8/3/4/18349/18349.txt,http://www.iblist.com/book50917.htm
In the Reign of Terror,['G.A. Henty'],./data/3/7/8/3785/3785.txt,http://www.iblist.com/book31964.htm
In the Village of Viger,['Duncan Campbell Scott'],./data/4/8/9/9/48998/48998-0.txt,http://www.iblist.com/book66824.htm
In the Year 2889,"['Jules Verne', 'Michel Verne']",./data/1/9/3/6/19362/19362.txt,http://www.iblist.com/book11821.htm
In the Year of Jubilee,['George Gissing'],./data/4/3/0/4307/4307.txt,http://www.iblist.com/book33130.htm
Iola Leroy,['Frances E.W. Harper'],./data/1/2/3/5/12352/12352.txt,http://www.iblist.com/book26913.htm
Iphigenia in Tauris,['Johann Wolfgang von Goethe'],./data/1/5/8/5/15850/15850.txt,http://www.iblist.com/book57458.htm
Ivanhoe,['Walter Scott'],./data/8/82/82.txt,http://www.iblist.com/book7690.htm
Ixion In Heaven,['Benjamin Disraeli'],./data/2/0/0/0/20009/20009.txt,http://www.iblist.com/book31760.htm
Jack Archer,['G.A. Henty'],./data/1/1/0/5/11058/11058.txt,http://www.iblist.com/book50919.htm
Jack and Jill,['Louisa May Alcott'],./data/2/7/8/2786/2786.txt,http://www.iblist.com/book15413.htm
Jacob's Room,['Virginia Woolf'],./data/5/6/7/5670/5670.txt,http://www.iblist.com/book31726.htm
Jane Eyre,['Charlotte Bronte'],./data/1/2/6/1260/1260.txt,http://www.iblist.com/book5949.htm
Jeppe on the Hill,['Ludvig Holberg'],./data/4/2/0/2/42022/42022.txt,http://www.iblist.com/book33453.htm
Jewels of Gwahlur,['Robert E. Howard'],./data/4/2/2/3/42236/42236.txt,http://www.iblist.com/book34630.htm
Jo's Boys,['Louisa May Alcott'],./data/3/4/9/3499/3499.txt,http://www.iblist.com/book930.htm
John Dough and the Cherub,['L. Frank Baum'],./data/4/7/1/6/47166/47166.txt,http://www.iblist.com/book10659.htm
John Gabriel Borkman,['Henrik Ibsen'],./data/1/8/7/9/18792/18792.txt,http://www.iblist.com/book13920.htm
John Jones's Dollar,['Harry Stephen Keeler'],./data/2/6/8/6/26867/26867.txt,http://www.iblist.com/book26467.htm
Jude the Obscure,['Thomas Hardy'],./data/1/5/153/153.txt,http://www.iblist.com/book39467.htm
Jungle Tales of Tarzan,['Edgar Rice Burroughs'],./data/1/0/106/106.txt,http://www.iblist.com/book1463.htm
Jurgen,['James Branch Cabell'],./data/8/7/7/8771/8771.txt,http://www.iblist.com/book13644.htm
Just So Stories,['Rudyard Kipling'],./data/2/7/8/2781/2781.txt,http://www.iblist.com/book124.htm
Just So Stories,['Rudyard Kipling'],./data/3/2/4/8/32488/32488.txt,http://www.iblist.com/book124.htm
Just William,['Richmal Crompton'],./data/3/4/4/1/34414/34414.txt,http://www.iblist.com/book25389.htm
Kari the Elephant,['Dhan Gopal Mukerji'],./data/2/4/4/6/24460/24460.txt,http://www.iblist.com/book25202.htm
Kazan,['James Oliver Curwood'],./data/1/0/0/8/10084/10084.txt,http://www.iblist.com/book45337.htm
Keep Out,['Fredric Brown'],./data/2/9/1/4/29142/29142.txt,http://www.iblist.com/book69077.htm
Key Out of Time,['Andre Alice Norton'],./data/1/9/6/5/19651/19651.txt,http://www.iblist.com/book23272.htm
Kidnapped,['Robert Louis Stevenson'],./data/4/2/421/421.txt,http://www.iblist.com/book2020.htm
Kilmeny of the Orchard,['Lucy Maud Montgomery'],./data/5/3/4/5341/5341.txt,http://www.iblist.com/book37285.htm
Kim,['Rudyard Kipling'],./data/2/2/2/2226/2226.txt,http://www.iblist.com/book13697.htm
Kim,['Rudyard Kipling'],./data/3/5/5/5/35555/35555.txt,http://www.iblist.com/book13697.htm
King Solomon's Mines,['H. Rider Haggard'],./data/2/1/6/2166/2166.txt,http://www.iblist.com/book13312.htm
Kreativity For Kats,['Fritz Leiber'],./data/5/1/4/9/51493/51493.txt,http://www.iblist.com/book18556.htm
Lady Audley's Secret,['Mary Elizabeth Braddon'],./data/8/9/5/8954/8954.txt,http://www.iblist.com/book13224.htm
Lady Into Fox,['David Garnett'],./data/1/0/3/3/10337/10337.txt,http://www.iblist.com/book27986.htm
Lady Windermere's Fan,['Oscar Wilde'],./data/7/9/790/790-0.txt,http://www.iblist.com/book13730.htm
Le Morte Darthur,['Thomas Malory'],./data/4/6/8/5/46853/46853-0.txt,http://www.iblist.com/book3385.htm
Le Morte Darthur,['Thomas Malory'],./data/4/6/8/5/46853/46853-8.txt,http://www.iblist.com/book3385.htm
Leaves of Grass,['Walt Whitman'],./data/1/3/2/1322/1322.txt,http://www.iblist.com/book58081.htm
Legacy,['James H Schmitz'],./data/2/1/5/1/21510/21510.txt,http://www.iblist.com/book15013.htm
Letter of the Law,['Alan Edward Nourse'],./data/2/4/2/7/24275/24275.txt,http://www.iblist.com/book24339.htm
Leviathan,['Thomas Hobbes'],./data/3/2/0/3207/3207.txt,http://www.iblist.com/book34094.htm
Lightfoot the Deer,['Thornton W. Burgess'],./data/4/6/7/4670/4670.txt,http://www.iblist.com/book32018.htm
Lilith,['George MacDonald'],./data/1/6/4/1640/1640.txt,http://www.iblist.com/book11223.htm
Little Black Sambo,['Helen Bannerman'],./data/1/7/8/2/17824/17824.txt,http://www.iblist.com/book59197.htm
Little Brother,['Cory Doctorow'],./data/3/0/1/4/30142/30142-8.txt,http://www.iblist.com/book64876.htm
Little Dorrit,['Charles Dickens'],./data/9/6/963/963.txt,http://www.iblist.com/book2303.htm
Little Eyolf,['Henrik Ibsen'],./data/7/9/4/7942/7942.txt,http://www.iblist.com/book13925.htm
Little Fuzzy,['Henry Beam Piper'],./data/1/8/1/3/18137/18137.txt,http://www.iblist.com/book4036.htm
Little Lord Fauntleroy,['Frances Hodgson Burnett'],./data/4/7/479/479.txt,http://www.iblist.com/book13233.htm
Little Men,['Louisa May Alcott'],./data/2/7/8/2788/2788.txt,http://www.iblist.com/book209.htm
Little Women,['Louisa M. Alcott'],./data/3/7/1/0/37106/37106.txt,http://www.iblist.com/book209.htm
Little Women,['Louisa May Alcott'],./data/5/1/514/514.txt,http://www.iblist.com/book209.htm
Liza of Lambeth,['W. Somerset Maugham'],./data/1/6/5/1/16517/16517.txt,http://www.iblist.com/book50609.htm
Looking Backward,['Edward Bellamy'],./data/2/5/4/3/25439/25439.txt,http://www.iblist.com/book15288.htm
Lord Arthur Savile's Crime,['Oscar Wilde'],./data/7/7/773/773-0.txt,http://www.iblist.com/book32397.htm
Lord Jim,['Joseph Conrad'],./data/5/6/5/5658/5658.txt,http://www.iblist.com/book1069.htm
Lord Tedric,['Edward Elmer Smith'],./data/4/9/4/6/49462/49462.txt,http://www.iblist.com/book2238.htm
Lorna Doone,['R.D. Blackmore'],./data/1/7/4/6/17460/17460.txt,http://www.iblist.com/book22211.htm
Louise de la Valliere,"['Alexandre Dumas', 'Pere']",./data/2/7/1/2710/2710.txt,http://www.iblist.com/book1387.htm
Love Among the Chickens,['P.G. Wodehouse'],./data/2/0/5/3/20532/20532.txt,http://www.iblist.com/book20075.htm
Love Among the Chickens,['P.G. Wodehouse'],./data/3/8/2/3829/3829.txt,http://www.iblist.com/book20075.htm
Love Under Fire,['Randall Parrish'],./data/1/2/0/1/12015/12015.txt,http://www.iblist.com/book52429.htm
Love and Intrigue,['Frederich Schiller'],./data/6/7/8/6784/6784.txt,http://www.iblist.com/book68587.htm
Love and Mr. Lewisham,['H.G. Wells'],./data/1/1/6/4/11640/11640.txt,http://www.iblist.com/book1490.htm
Love for Love,['William Congreve'],./data/1/2/4/1244/1244-0.txt,http://www.iblist.com/book26002.htm
Lysistrata,['Aristophanes'],./data/7/7/0/7700/7700.txt,http://www.iblist.com/book13151.htm
Madame Bovary,['Gustave Flaubert'],./data/2/4/1/2413/2413.txt,http://www.iblist.com/book10445.htm
Madame Bovary,['Gustave Flaubert'],./data/2/7/5/7/27575/27575.txt,http://www.iblist.com/book10445.htm
Madame de Treymes,['Edith Wharton'],./data/4/5/1/4518/4518.txt,http://www.iblist.com/book2996.htm
Maggie: A Girl of the Streets,['Stephen Crane'],./data/4/4/447/447.txt,http://www.iblist.com/book14672.htm
Main Street,['Sinclair Lewis'],./data/5/4/543/543.txt,http://www.iblist.com/book13877.htm
Major Barbara,['George Bernard Shaw'],./data/3/7/9/3790/3790.txt,http://www.iblist.com/book3877.htm
Major Barbara,['George Bernard Shaw'],./data/5/1/5/6/51565/51565.txt,http://www.iblist.com/book3877.htm
Man And Superman,['George Bernard Shaw'],./data/3/3/2/3328/3328.txt,http://www.iblist.com/book3878.htm
Man Overboard!,['F Marion Crawford'],./data/2/4/5/8/24584/24584.txt,http://www.iblist.com/book16705.htm
Man and Wife,['Wilkie Collins'],./data/1/5/8/1586/1586.txt,http://www.iblist.com/book17034.htm
Manalive,['G.K. Chesterton'],./data/1/7/1/1718/1718.txt,http://www.iblist.com/book18280.htm
Mansfield Park,['Jane Austen'],./data/1/4/141/141.txt,http://www.iblist.com/book222.htm
Maori and Settler,['G.A. Henty'],./data/3/3/6/1/33619/33619.txt,http://www.iblist.com/book50921.htm
Marie,['H. Rider Haggard'],./data/1/6/9/1690/1690.txt,http://www.iblist.com/book14335.htm
Marley's Chain,['Alan Edward Nourse'],./data/3/2/1/4/32142/32142.txt,http://www.iblist.com/book69957.htm
Marriage,['H.G. Wells'],./data/3/5/3/3/35338/35338.txt,http://www.iblist.com/book67872.htm
Martian V.F.W.,['G.L. Vandenburg'],./data/2/2/1/1/22110/22110.txt,http://www.iblist.com/book69202.htm
Martin Eden,['Jack London'],./data/1/0/5/1056/1056.txt,http://www.iblist.com/book33962.htm
Martyr,['Alan Edward Nourse'],./data/3/1/2/3/31236/31236.txt,http://www.iblist.com/book69967.htm
Mary Stuart,['Frederich Schiller'],./data/6/7/9/6791/6791.txt,http://www.iblist.com/book33322.htm
"Mary, Mary",['James Stephens'],./data/2/4/7/4/24742/24742.txt,http://www.iblist.com/book50778.htm
Masterman Ready,['Captain Frederick Marryat'],./data/2/1/5/5/21552/21552.txt,http://www.iblist.com/book63105.htm
Measure for Measure,['William Shakespeare'],./data/2/3/0/4/23045/23045.txt,http://www.iblist.com/book2138.htm
Memoirs of Sherlock Holmes,['Sir Arthur Conan Doyle'],./data/8/3/834/834.txt,http://www.iblist.com/book2149.htm
Memoirs of a Midget,['Walter de la Mare'],./data/3/9/1/2/39122/39122.txt,http://www.iblist.com/book14746.htm
Men of Iron,['Howard Pyle'],./data/1/5/5/1557/1557.txt,http://www.iblist.com/book15728.htm
Micah Clarke,['Arthur Conan Doyle'],./data/9/5/0/9504/9504.txt,http://www.iblist.com/book2157.htm
Michael Strogoff,['Jules Verne'],./data/1/8/4/1842/1842.txt,http://www.iblist.com/book650.htm
Middlemarch,['George Eliot'],./data/1/4/145/145.txt,http://www.iblist.com/book5772.htm
Mike,['P.G. Wodehouse'],./data/7/4/2/7423/7423.txt,http://www.iblist.com/book20078.htm
Mike and Psmith,['P.G. Wodehouse'],./data/1/0/5/8/10586/10586.txt,http://www.iblist.com/book20082.htm
Misalliance,['George Bernard Shaw'],./data/9/4/943/943.txt,http://www.iblist.com/book25475.htm
Miss Marjoribanks,['Mrs  Oliphant'],./data/4/1/2/8/41286/41286.txt,http://www.iblist.com/book18904.htm
Moby Dick,['Herman Melville'],./data/1/15/15.txt,http://www.iblist.com/book2475.htm
Montezuma's Daughter,['H. Rider Haggard'],./data/1/8/4/1848/1848.txt,http://www.iblist.com/book14333.htm
Moods,['Louisa May Alcott'],./data/2/8/2/0/28203/28203.txt,http://www.iblist.com/book15421.htm
More William,['Richmal Crompton'],./data/1/7/1/2/17125/17125.txt,http://www.iblist.com/book25390.htm
Mr. Britling Sees It Through,['H.G. Wells'],./data/1/4/0/6/14060/14060.txt,http://www.iblist.com/book67903.htm
Mr. Midshipman Easy,['Captain Frederick Marryat'],./data/2/1/5/5/21553/21553.txt,http://www.iblist.com/book41864.htm
Mr. Midshipman Easy,['Frederick Marryat'],./data/6/6/2/6629/6629.txt,http://www.iblist.com/book41864.htm
Mr. Standfast,['John Buchan'],./data/5/6/560/560.txt,http://www.iblist.com/book60082.htm
Mrs. Craddock,['W. Somerset Maugham'],./data/4/7/4/7/47470/47470-0.txt,http://www.iblist.com/book50603.htm
Mrs. Warren's Profession,['George Bernard Shaw'],./data/1/0/9/1097/1097.txt,http://www.iblist.com/book15470.htm
Much Ado About Nothing,['William Shakespeare'],./data/1/1/1/1118/1118.txt,http://www.iblist.com/book6298.htm
Mugby Junction,['Charles Dickens'],./data/1/4/1/1419/1419.txt,http://www.iblist.com/book42215.htm
Mugby Junction,['Charles Dickens'],./data/2/7/9/2/27924/27924.txt,http://www.iblist.com/book42215.htm
My Father's Dragon,['Ruth Stiles Gannett'],./data/3/0/0/1/30017/30017.txt,http://www.iblist.com/book5071.htm
My Lady's Money,['Wilkie Collins'],./data/1/6/2/1628/1628.txt,http://www.iblist.com/book17047.htm
My Man Jeeves,['P.G. Wodehouse'],./data/8/1/6/8164/8164.txt,http://www.iblist.com/book20106.htm
Nada the Lily,['H. Rider Haggard'],./data/1/2/0/1207/1207.txt,http://www.iblist.com/book14334.htm
Native Son,['T.D. Hamm'],./data/3/0/0/1/30014/30014.txt,http://www.iblist.com/book69284.htm
New Grub Street,['George Gissing'],./data/1/7/0/1709/1709.txt,http://www.iblist.com/book33128.htm
News from Nowhere,['William Morris'],./data/3/2/6/3261/3261.txt,http://www.iblist.com/book15281.htm
Njal's Saga,['Unknown Icelanders'],./data/5/9/597/597.txt,http://www.iblist.com/book12942.htm
No Name,['Wilkie Collins'],./data/1/4/3/1438/1438.txt,http://www.iblist.com/book17033.htm
No Surrender!,['G.A. Henty'],./data/2/0/0/9/20091/20091.txt,http://www.iblist.com/book50922.htm
Northanger Abbey,['Jane Austen'],./data/1/2/121/121.txt,http://www.iblist.com/book224.htm
Notes from the Underground,['Feodor Dostoevsky'],./data/6/0/600/600.txt,http://www.iblist.com/book16041.htm
O Pioneers!,['Willa Cather'],./data/2/24/24.txt,http://www.iblist.com/book14507.htm
Of Human Bondage,['W. Somerset Maugham'],./data/3/5/351/351.txt,http://www.iblist.com/book2241.htm
Off on a Comet,['Jules Verne'],./data/1/3/5/1353/1353.txt,http://www.iblist.com/book652.htm
Oliver Twist,['Charles Dickens'],./data/7/3/730/730.txt,http://www.iblist.com/book2296.htm
Omnilingual,['H. Beam Piper'],./data/1/9/4/4/19445/19445.txt,http://www.iblist.com/book27881.htm
On the Eve,['Ivan Turgenev'],./data/6/9/0/6902/6902.txt,http://www.iblist.com/book39202.htm
On the Irrawaddy,['G.A. Henty'],./data/2/1/2/4/21242/21242.txt,http://www.iblist.com/book50923.htm
Once on a Time,['A.A. Milne'],./data/2/7/7/7/27771/27771.txt,http://www.iblist.com/book12909.htm
One of Ours,['Willa Cather'],./data/2/3/6/2369/2369.txt,http://www.iblist.com/book14509.htm
One of the 28th,['G.A. Henty'],./data/1/4/3/1/14313/14313.txt,http://www.iblist.com/book50924.htm
Orange and Green,['G.A. Henty'],./data/1/8/3/5/18356/18356.txt,http://www.iblist.com/book50925.htm
Orlando Furioso,['Lodovico Ariosto'],./data/6/1/615/615.txt,http://www.iblist.com/book17484.htm
Otto of the Silver Hand,['Howard Pyle'],./data/2/8/6/2865/2865.txt,http://www.iblist.com/book15733.htm
Our Mr. Wrenn,['Sinclair Lewis'],./data/4/9/6/4961/4961.txt,http://www.iblist.com/book14305.htm
Our Mutual Friend,['Charles Dickens'],./data/8/8/883/883.txt,http://www.iblist.com/book15531.htm
Out on the Pampas,['G.A. Henty'],./data/3/0/1/4/30143/30143.txt,http://www.iblist.com/book50926.htm
Out with Garibaldi,['G.A. Henty'],./data/4/5/5/7/45573/45573.txt,http://www.iblist.com/book50927.htm
Over the Brazier,['Robert Graves'],./data/4/7/1/4/47144/47144.txt,http://www.iblist.com/book11211.htm
Ozma of Oz,['L. Frank Baum'],./data/3/3/3/6/33361/33361.txt,http://www.iblist.com/book1956.htm
Ozma of Oz,['L. Frank Baum'],./data/4/8/486/486.txt,http://www.iblist.com/book1956.htm
"Pamela, or Virtue Rewarded",['Samuel Richardson'],./data/6/1/2/6124/6124.txt,http://www.iblist.com/book20208.htm
Pan,['Knut Hamsun'],./data/7/2/1/7214/7214.txt,http://www.iblist.com/book22971.htm
Paradise Lost,['John Milton'],./data/2/20/20.txt,http://www.iblist.com/book193.htm
Paradise Lost,['John Milton'],./data/2/26/26.txt,http://www.iblist.com/book193.htm
Paradise Regained,['John Milton'],./data/5/58/58.txt,http://www.iblist.com/book3540.htm
Parnassus on Wheels,['Christopher Morley'],./data/5/3/1/5311/5311.txt,http://www.iblist.com/book16959.htm
Pellucidar,['Edgar Rice Burroughs'],./data/6/0/605/605.txt,http://www.iblist.com/book66991.htm
Pembroke,['Mary E. Wilkins Freeman'],./data/1/7/4/2/17428/17428.txt,http://www.iblist.com/book15522.htm
Penguin Island,['Anatole France'],./data/1/9/3/1930/1930.txt,http://www.iblist.com/book13538.htm
People Soup,['Alan Arkin'],./data/5/1/3/9/51397/51397.txt,http://www.iblist.com/book61026.htm
Percival Keene,['Frederick Marryat'],./data/2/1/5/7/21572/21572.txt,http://www.iblist.com/book41877.htm
Personal Recollections of Joan of Arc,['Mark Twain'],./data/2/8/7/2874/2874.txt,http://www.iblist.com/book34201.htm
Personal Recollections of Joan of Arc,['Mark Twain'],./data/2/8/7/2875/2875.txt,http://www.iblist.com/book34201.htm
Persuasion,['Jane Austen'],./data/1/0/105/105.txt,http://www.iblist.com/book228.htm
Peter Pan,['James M. Barrie'],./data/1/16/16.txt,http://www.iblist.com/book328.htm
Peter Pan in Kensington Gardens,['J.M. Barrie'],./data/1/3/3/1332/1332.txt,http://www.iblist.com/book54676.htm
Peter Pan in Kensington Gardens,['J.M. Barrie'],./data/2/6/9/9/26998/26998.txt,http://www.iblist.com/book54676.htm
Peter Pan in Kensington Gardens,['J.M. Barrie'],./data/2/6/9/9/26999/26999.txt,http://www.iblist.com/book54676.htm
Phaedra,['Jean Baptiste Racine'],./data/1/9/7/1977/1977.txt,http://www.iblist.com/book26140.htm
Phantastes,['George MacDonald'],./data/3/2/325/325-8.txt,http://www.iblist.com/book11226.htm
Philoktetes,['Sophocles'],./data/8/0/806/806.txt,http://www.iblist.com/book57207.htm
Piccadilly Jim,['P.G. Wodehouse'],./data/2/0/0/2005/2005.txt,http://www.iblist.com/book56324.htm
Pierre and Jean,['Guy de Maupassant'],./data/3/8/0/3804/3804.txt,http://www.iblist.com/book68120.htm
Pillars of Society,['Henrik Ibsen'],./data/2/2/9/2296/2296.txt,http://www.iblist.com/book13927.htm
Pinocchio,['C. Collodi'],./data/1/6/8/6/16865/16865.txt,http://www.iblist.com/book23529.htm
Plague of Pythons,['Frederik Pohl'],./data/5/1/8/0/51804/51804.txt,http://www.iblist.com/book29276.htm
Poems,['Sir John Carr'],./data/1/0/3/6/10367/10367/10367.txt,http://www.iblist.com/book6611.htm
Poems,['John Hay'],./data/1/0/5/1/10518/10518/10518.txt,http://www.iblist.com/book6611.htm
Poems,['John William Draper'],./data/4/2/0/3/42034/42034.txt,http://www.iblist.com/book6611.htm
Poems,['Robert Lovell'],./data/4/2/6/2/42621/42621.txt,http://www.iblist.com/book11221.htm
Poems,['Frederic Manning'],./data/4/3/6/1/43615/43615.txt,http://www.iblist.com/book63072.htm
Point of Departure,['Vaughan Shelton'],./data/5/0/9/4/50945/50945.txt,http://www.iblist.com/book55157.htm
Police Your Planet,['Lester del Rey'],./data/2/0/2/1/20212/20212.txt,http://www.iblist.com/book36492.htm
Pollyanna,['Eleanor H. Porter'],./data/1/4/5/1450/1450.txt,http://www.iblist.com/book15038.htm
Pollyanna Grows Up,['Eleanor H. Porter'],./data/6/1/0/6100/6100.txt,http://www.iblist.com/book15039.htm
Poor Folk,['Fyodor Dostoyevsky'],./data/2/3/0/2302/2302.txt,http://www.iblist.com/book63104.htm
Poor Miss Finch,['Wilkie Collins'],./data/3/6/3/3632/3632.txt,http://www.iblist.com/book17035.htm
Preferred Risk,['Edson McCann'],./data/5/1/8/1/51814/51814-8.txt,http://www.iblist.com/book29284.htm
Pride and Prejudice,['Jane Austen'],./data/1/3/4/1342/1342.txt,http://www.iblist.com/book226.htm
Pride and Prejudice,['Jane Austen'],./data/4/2/6/7/42671/42671.txt,http://www.iblist.com/book226.htm
Proof of the Pudding,['Robert Sheckley'],./data/5/0/8/4/50844/50844.txt,http://www.iblist.com/book58616.htm
Prufrock and Other Observations,['T.S. Eliot'],./data/1/4/5/1459/1459.txt,http://www.iblist.com/book1480.htm
Psmith in the City,['P.G. Wodehouse'],./data/6/7/5/6753/6753.txt,http://www.iblist.com/book20079.htm
"Psmith, Journalist",['P.G. Wodehouse'],./data/2/6/0/2607/2607.txt,http://www.iblist.com/book20080.htm
Psyche,['Louis Couperus'],./data/3/8/0/0/38005/38005.txt,http://www.iblist.com/book60663.htm
Puck of Pook's Hill,['Rudyard Kipling'],./data/1/5/9/7/15976/15976.txt,http://www.iblist.com/book13696.htm
